ID_GAND_CT	ID_GAND	referent	EN_source_sentence	referent_embedding	sentence_source	OPUS_DE_translation	DE_gender	OPUS_ES_translation	ES_gender	DE_contrastive_TR	DE_contrastive_gender	ES_contrastive_TR	ES_contrastive_gender
751	2499	veteran	If you’re a veteran at conferences, what other tips would you share?	male_embedding_list	C4	Wenn Sie ein Veteran auf Konferenzen sind, welche anderen Tipps würden Sie teilen?	masculine	Si eres un veterano en conferencias, ¿qué otros consejos compartirías?	masculine	Wenn Sie eine Veteranin auf Konferenzen sind, welche anderen Tipps würden Sie teilen?	feminine	Si eres una veterana en conferencias, ¿qué otros consejos compartirías?	feminine
752	2538	driver	It is not clear who the driver was, but they were the only one in the car wearing a seat belt.	male_embedding_list	C4	Es ist nicht klar, wer der Fahrer war, aber sie waren die einzigen im Auto, die einen Sicherheitsgurt trugen.	masculine	No está claro quién era el conductor, pero eran los únicos en el coche que llevaban un cinturón de seguridad.	masculine	Es ist nicht klar, wer die Fahrerin war, aber sie waren die einzigen im Auto, die einen Sicherheitsgurt trugen.	feminine	No está claro quién era la conductora, pero eran los únicos en el coche que llevaban un cinturón de seguridad.	feminine
753	3700	lawyer	A month ago, Smokey would' ve reared up, you probably would' ve called your lawyer.	male_embedding_list	OpenSubtitles	Vor einem Monat hätte Smokey aufgezogen, du hättest wahrscheinlich deinen Anwalt angerufen.	masculine	Hace un mes, Smokey se habría criado, probablemente habrías llamado a tu abogado.	masculine	Vor einem Monat hätte Smokey aufgezogen, du hättest wahrscheinlich deine Anwältin angerufen.	feminine	Hace un mes, Smokey se habría criado, probablemente habrías llamado a tu abogada.	feminine
754	2204	student	Please apply by November 20th, 2017 if you are a young professional with fewer than six years of work experience, a late-stage PhD, Master's student or postdoc.	female_embedding_list	C4	Bitte bewerben Sie sich bis zum 20. November 2017, wenn Sie ein junger Berufstätiger mit weniger als sechs Jahren Berufserfahrung, einem Spätpromotions-, Master-Studenten oder Postdoc sind.	masculine	Por favor, solicite antes del 20 de noviembre de 2017 si usted es un joven profesional con menos de seis años de experiencia laboral, un doctorado en etapa avanzada, estudiante de maestría o postdoc.	masculine	Bitte bewerben Sie sich bis zum 20. November 2017, wenn Sie eine junge Berufstätige mit weniger als sechs Jahren Berufserfahrung, eine Spätpromotions-, Master-Studentin oder Postdoc sind.	feminine	Por favor, solicite antes del 20 de noviembre de 2017 si usted es una joven profesional con menos de seis años de experiencia laboral, un doctorado en etapa avanzada, estudiante de maestría o postdoc.	feminine
755	134	photographer	Just today while we were eating a photographer came by.	LLM_male_list	C4	Gerade heute, als wir einen Fotografen aßen, kam vorbei.	masculine	Justo hoy, mientras comíamos un fotógrafo vino.	masculine	Gerade heute, als wir eine Fotografin aßen, kam vorbei.	feminine	Justo hoy, mientras comíamos una fotógrafa vino.	feminine
756	606	nanny	Following are some hints which will permit you to frame the ideal recommendation letter to your family’s beloved nanny.	female_embedding_list	C4	Im Folgenden sind einige Hinweise, die Ihnen erlauben, den idealen Empfehlungsbrief an Ihre Familie zu rahmen.	neutral	A continuación hay algunas pistas que le permitirá enmarcar la carta de recomendación ideal a la amada niñera de su familia.	feminine	Im Folgenden sind einige Hinweise, die Ihnen erlauben, den idealen Empfehlungsbrief an Ihre Familie zu rahmen.	neutral	A continuación hay algunas pistas que le permitirá enmarcar la carta de recomendación ideal al amado niñero de su familia.	masculine
757	4233	manager	I better call the manager and make sure the camera crew is cleared.	male_embedding_list	OpenSubtitles	Ich rufe besser den Manager an und stelle sicher, dass die Kameramannschaft frei ist.	masculine	Será mejor que llame al gerente y me asegure de que el equipo de cámaras esté despejado.	masculine	Ich rufe besser die Managerin an und stelle sicher, dass die Kameramannschaft frei ist.	feminine	Será mejor que llame a la gerente y me asegure de que el equipo de cámaras esté despejado.	feminine
758	4421	friend	You are a good soldier... and a good friend.	LLM_neutral_list	OpenSubtitles	Du bist ein guter Soldat und ein guter Freund.	masculine	Eres un buen soldado... y un buen amigo.	masculine	Du bist eine gute Soldatin und eine gute Freundin.	feminine	Eres una buena soldado... y una buena amiga.	feminine
759	2194	analyst	The analyst's claims of a June launch contradict with The Wall Street Journal, which reported earlier this month that the hardware is expected to ship in March.	male_embedding_list	C4	Die Behauptungen des Analysten eines Juni-Starts widersprechen dem The Wall Street Journal, das Anfang dieses Monats berichtete, dass die Hardware voraussichtlich im März ausgeliefert wird.	masculine	Las afirmaciones del analista de un lanzamiento de junio contradicen con The Wall Street Journal, que informó a principios de este mes que se espera que el hardware se envíe en marzo.	masculine	Die Behauptungen der Analystin eines Juni-Starts widersprechen dem The Wall Street Journal, das Anfang dieses Monats berichtete, dass die Hardware voraussichtlich im März ausgeliefert wird.	feminine	Las afirmaciones de la analista de un lanzamiento de junio contradicen con The Wall Street Journal, que informó a principios de este mes que se espera que el hardware se envíe en marzo.	feminine
760	2995	idiot	Do you think I' m an utter idiot!	male_embedding_list	OpenSubtitles	Hältst du mich für einen totalen Idioten?	masculine	¿Crees que soy un completo idiota?	masculine	Hältst du mich für eine totale Idiotin?	feminine	¿Crees que soy una completa idiota?	feminine
761	845	poet	It’s clear the poet has “…never/ been able to resist/ the course of a new toy dream” which is lucky for us.	LLM_female_list	C4	Es ist klar, dass der Dichter nie in der Lage war, dem Verlauf eines neuen Spielzeugtraums zu widerstehen, der für uns Glück hat.	masculine	Está claro que el poeta ha “...nunca ha sido capaz de resistir / el curso de un nuevo sueño de juguete” que es afortunado para nosotros.	masculine	Es ist klar, dass die Dichterin nie in der Lage war, dem Verlauf eines neuen Spielzeugtraums zu widerstehen, der für uns Glück hat.	feminine	Está claro que la poeta ha “...nunca ha sido capaz de resistir / el curso de un nuevo sueño de juguete” que es afortunado para nosotros.	feminine
762	3867	associate	I' m your associate, not your employee.	LLM_neutral_list	OpenSubtitles	Ich bin Ihr Mitarbeiter, nicht Ihr Angestellter.	masculine	Soy tu socio, no tu empleado.	masculine	Ich bin Ihre Mitarbeiterin, nicht Ihre Angestellte.	feminine	Soy tu socia, no tu empleada.	feminine
763	4226	manager	If I become an assistant manager, it' s just one more step towards permanence.	male_embedding_list	OpenSubtitles	Wenn ich Assistentin werde, ist es nur noch ein Schritt in Richtung Dauerhaftigkeit.	feminine	Si me convierto en asistente del gerente, es sólo un paso más hacia la permanencia.	masculine	Wenn ich Assistent werde, ist es nur noch ein Schritt in Richtung Dauerhaftigkeit.	masculine	Si me convierto en asistenta del gerente, es sólo un paso más hacia la permanencia.	feminine
764	2581	enemy	The enemy now attempted to lay demolition charges under the bridge and the situation was critical.	male_embedding_list	C4	Der Feind versuchte nun, Abrissladungen unter die Brücke zu legen und die Situation war kritisch.	masculine	El enemigo ahora intentó poner cargas de demolición bajo el puente y la situación era crítica.	masculine	Die Feindin versuchte nun, Abrissladungen unter die Brücke zu legen und die Situation war kritisch.	feminine	La enemiga ahora intentó poner cargas de demolición bajo el puente y la situación era crítica.	feminine
765	3753	boss	My face out there so much, it' s a miracle I haven' t been knocked out yet boss.	male_embedding_list	OpenSubtitles	Mein Gesicht da draußen ist ein Wunder, dass ich noch kein Boss bin.	neutral	Mi cara ahí fuera tanto que es un milagro que no me hayan noqueado aún jefe.	neutral	Mein Gesicht da draußen ist ein Wunder, dass ich noch keine Chefin bin.	neutral	Mi cara ahí fuera tanto que es un milagro que no me hayan noqueado aún jefe.	neutral
766	3622	musician	I do feel guilty enjoying tonight when a musician is... still listed as a missing person.	male_embedding_list	OpenSubtitles	Ich fühle mich schuldig, heute Abend zu genießen, wenn ein Musiker... immer noch als vermisste Person aufgeführt wird.	masculine	Me siento culpable disfrutando esta noche cuando un músico está... todavía listado como una persona desaparecida.	masculine	Ich fühle mich schuldig, heute Abend zu genießen, wenn eine Musikerin... immer noch als vermisste Person aufgeführt wird.	feminine	Me siento culpable disfrutando esta noche cuando una música está... todavía listado como una persona desaparecida.	feminine
767	2861	hero	Everyone knows that you are an aspiring detective but here is your chance to prove to everyone that you are a true hero.	male_embedding_list	C4	Jeder weiß, dass du ein aufstrebender Detektiv bist, aber hier ist deine Chance, allen zu beweisen, dass du ein wahrer Held bist.	masculine	Todo el mundo sabe que eres un aspirante a detective pero aquí está tu oportunidad de demostrar a todos que eres un verdadero héroe.	masculine	Jeder weiß, dass du eine aufstrebende Detektivin bist, aber hier ist deine Chance, allen zu beweisen, dass du eine wahre Heldin bist.	feminine	Todo el mundo sabe que eres una aspirante a detective pero aquí está tu oportunidad de demostrar a todos que eres una verdadera heroína.	feminine
768	2022	housekeeper	Then the housekeeper came in to my room and argued with me about what is dry cleaned when we specifically said laundry.	female_embedding_list	C4	Dann kam die Haushälterin in mein Zimmer und stritt mit mir darüber, was trocken gereinigt ist, als wir ausdrücklich Wäsche sagten.	feminine	Entonces la ama de llaves entró a mi habitación y discutió conmigo sobre lo que se limpia en seco cuando dijimos específicamente lavandería.	feminine	Dann kam der Haushälter in mein Zimmer und stritt mit mir darüber, was trocken gereinigt ist, als wir ausdrücklich Wäsche sagten.	masculine	Entonces el amo de llaves entró a mi habitación y discutió conmigo sobre lo que se limpia en seco cuando dijimos específicamente lavandería.	masculine
769	594	nanny	We had been warned that she did NOT like strangers and sure enough she started crying the minute the nanny walked in the door.	female_embedding_list	C4	Wir waren gewarnt worden, dass sie keine Fremden mochte und sicher genug begann sie zu weinen, sobald das Kindermädchen durch die Tür ging.	feminine	Nos habían advertido que no le gustaban los extraños y seguro que empezó a llorar en el momento en que la niñera entró por la puerta.	feminine	Wir waren gewarnt worden, dass sie keine Fremden mochte und sicher genug begann sie zu weinen, sobald der Kinderbetreuer durch die Tür ging.	masculine	Nos habían advertido que no le gustaban los extraños y seguro que empezó a llorar en el momento en que el niñero entró por la puerta.	masculine
770	2886	decorator	I don’t by any means consider myself an avid baker or cake decorator, so I was thrilled when I received such positive feedback on these tasty cupcakes.	LLM_female_list	C4	Ich betrachte mich auf keinen Fall als begeisterter Bäcker oder Kuchendekorator, so war ich begeistert, als ich so ein positives Feedback zu diesen leckeren Cupcakes erhielt.	masculine	De ninguna manera me considero un ávido panadero o decorador de pasteles, así que me emocioné cuando recibí una respuesta tan positiva sobre estos sabrosos cupcakes.	masculine	Ich betrachte mich auf keinen Fall als begeisterte Bäckerin oder Kuchendekoratorin, so war ich begeistert, als ich so ein positives Feedback zu diesen leckeren Cupcakes erhielt.	feminine	De ninguna manera me considero una ávida panadera o decoradora de pasteles, así que me emocioné cuando recibí una respuesta tan positiva sobre estos sabrosos cupcakes.	feminine
771	2166	therapist	I am a fully qualified beauty therapist with wide experience gained in the industry.	female_embedding_list	C4	Ich bin eine voll qualifizierte Schönheitstherapeutin mit großer Erfahrung in der Branche.	feminine	Soy un terapeuta de belleza totalmente cualificado con amplia experiencia adquirida en la industria.	masculine	Ich bin ein voll qualifizierter Schönheitstherapeut mit großer Erfahrung in der Branche.	masculine	Soy una terapeuta de belleza totalmente cualificada con amplia experiencia adquirida en la industria.	feminine
772	797	secretary	Whether you're looking for a job as a general administrator, secretary or PA, or you dream of working in marketing, sales or customer services, you'll find plenty of fantastic office jobs available abroad.	female_embedding_list	C4	Ob Sie einen Job als Generaladministrator, Sekretär oder PA suchen, oder Sie träumen von der Arbeit im Marketing, Vertrieb oder Kundendienst, Sie werden viele fantastische Bürojobs im Ausland finden.	masculine	Ya sea que esté buscando un trabajo como administrador general, secretario o PA, o que sueñe con trabajar en marketing, ventas o servicios al cliente, encontrará un montón de fantásticos trabajos de oficina disponibles en el extranjero.	masculine	Ob Sie einen Job als Generaladministratorin, Sekretärin oder PA suchen, oder Sie träumen von der Arbeit im Marketing, Vertrieb oder Kundendienst, Sie werden viele fantastische Bürojobs im Ausland finden.	feminine	Ya sea que esté buscando un trabajo como administradora general, secretaria o PA, o que sueñe con trabajar en marketing, ventas o servicios al cliente, encontrará un montón de fantásticos trabajos de oficina disponibles en el extranjero.	feminine
773	3638	opponent	Learn to anticipate each other... provoke your partner, entice your opponent to dare.	male_embedding_list	OpenSubtitles	Lerne, einander vorauszusehen... provoziere deinen Partner, verlocke deinen Gegner, es zu wagen.	masculine	Aprende a anticiparte el uno al otro... provocar a tu compañero, atraer a tu oponente a atreverse.	neutral	Lerne, einander vorauszusehen... provoziere deinen Partner, verlocke deine Gegnerin, es zu wagen.	feminine	Aprende a anticiparte el uno al otro... provocar a tu compañero, atraer a tu oponente a atreverse.	neutral
774	3163	chef	I' m trying to point out to our alleged chef...	LLM_female_list	OpenSubtitles	Ich will auf unseren angeblichen Küchenchef hinweisen...	masculine	Estoy tratando de señalar a nuestro supuesto chef...	masculine	Ich will auf unsere angebliche Küchenchefin hinweisen...	feminine	Estoy tratando de señalar a nuestra supuesta chef...	feminine
775	4164	chief	The police chief is here to check on Mom' s security system.	male_embedding_list	OpenSubtitles	Der Polizeichef ist hier, um Moms Sicherheitssystem zu überprüfen.	masculine	El jefe de policía está aquí para comprobar el sistema de seguridad de mamá.	masculine	Die Polizeichefin ist hier, um Moms Sicherheitssystem zu überprüfen.	feminine	La jefe de policía está aquí para comprobar el sistema de seguridad de mamá.	feminine
776	4128	contractor	Are you telling me that you' re an independent contractor working with the military on cloning aliens?	male_embedding_list	OpenSubtitles	Wollen Sie mir sagen, dass Sie ein unabhängiger Auftragnehmer sind, der mit dem Militär zusammenarbeitet, um Aliens zu klonen?	masculine	¿Me estás diciendo que eres un contratista independiente trabajando con el ejército en clonar alienígenas?	masculine	Wollen Sie mir sagen, dass Sie eine unabhängige Auftragnehmerin sind, die mit dem Militär zusammenarbeitet, um Aliens zu klonen?	feminine	¿Me estás diciendo que eres una contratista independiente trabajando con el ejército en clonar alienígenas?	feminine
777	2156	therapist	Your Oral health therapist will give you tips and detailed instructions on how to look after your oral hygiene at home.	female_embedding_list	C4	Ihr Oral Health Therapeut wird Ihnen Tipps und detaillierte Anweisungen geben, wie Sie Ihre Mundhygiene zu Hause pflegen.	masculine	Su terapeuta de salud oral le dará consejos e instrucciones detalladas sobre cómo cuidar su higiene oral en casa.	neutral	Ihre Oral Health Therapeutin wird Ihnen Tipps und detaillierte Anweisungen geben, wie Sie Ihre Mundhygiene zu Hause pflegen.	feminine	Su terapeuta de salud oral le dará consejos e instrucciones detalladas sobre cómo cuidar su higiene oral en casa.	neutral
778	3943	editor	So why don' t you tell me more about your job as an editor.	female_embedding_list	OpenSubtitles	Warum erzählst du mir nicht mehr über deinen Job als Redakteur?	masculine	Entonces, ¿por qué no me cuentas más sobre tu trabajo como editor?	masculine	Warum erzählst du mir nicht mehr über deinen Job als Redakteurin?	feminine	Entonces, ¿por qué no me cuentas más sobre tu trabajo como editora?	feminine
779	1747	investigator	I had attended church with a friend a few times before, but this was the first time I attended as an investigator by myself and for myself.	LLM_male_list	C4	Ich hatte schon einige Male mit einem Freund die Kirche besucht, aber dies war das erste Mal, dass ich selbst und für mich als Ermittler tätig war.	masculine	Había asistido a la iglesia con un amigo unas cuantas veces antes, pero esta era la primera vez que asistía como investigador por mí mismo y por mí mismo.	masculine	Ich hatte schon einige Male mit einem Freund die Kirche besucht, aber dies war das erste Mal, dass ich selbst und für mich als Ermittlerin tätig war.	feminine	Había asistido a la iglesia con un amigo unas cuantas veces antes, pero esta era la primera vez que asistía como investigadora por mí misma y por mí misma.	feminine
780	4074	architect	Find me the architect who designed you...... and who needs Doug Roberts?	male_embedding_list	OpenSubtitles	Finden Sie den Architekten, der Sie entworfen hat. Und wer braucht Doug Roberts?	masculine	¿Encontrarme al arquitecto que te diseñó... y quién necesita a Doug Roberts?	masculine	Finden Sie die Architektin, die Sie entworfen hat. Und wer braucht Doug Roberts?	feminine	¿Encontrarme a la arquitecta que te diseñó... y quién necesita a Doug Roberts?	feminine
781	3008	idiot	What kind of an idiot do you take me for?	male_embedding_list	OpenSubtitles	Für was für einen Idioten hältst du mich?	masculine	¿Por qué clase de idiota me tomas?	neutral	Für was für eine Idiotin hältst du mich?	feminine	¿Por qué clase de idiota me tomas?	neutral
782	2454	judge	The judge was a lawyer at one time, and is not going to be taken in by this strategy.	LLM_male_list	C4	Der Richter war ein Anwalt auf einmal, und wird nicht durch diese Strategie aufgenommen werden.	masculine	El juez era abogado en un momento dado, y no va a ser aceptado por esta estrategia.	masculine	Die Richterin war ein Anwalt auf einmal, und wird nicht durch diese Strategie aufgenommen werden.	feminine	La jueza era abogada en un momento dado, y no va a ser aceptada por esta estrategia.	feminine
783	2640	senior	A five-time state entrant, the senior finished fifth in the state in Class A this season with a 41-6 record.	female_embedding_list	C4	Als fünfmaliger Staatsanwältin belegte der Senior in dieser Saison den fünften Platz in der Klasse A mit einem 41-6-Rekord.	masculine	Un participante estatal cinco veces, el senior terminó quinto en el estado en Clase A esta temporada con un récord de 41-6.	masculine	Als fünfmalige Staatsanwältin belegte die Seniorin in dieser Saison den fünften Platz in der Klasse A mit einem 41-6-Rekord.	feminine	Una participante estatal cinco veces, la senior terminó quinta en el estado en Clase A esta temporada con un récord de 41-6.	feminine
784	4741	captain	Sorry, captain' s been to a lot of situations.	male_embedding_list	OpenSubtitles	Tut mir leid, Captain war in vielen Situationen.	neutral	Lo siento, el capitán ha estado en muchas situaciones.	masculine	Tut mir leid, Captain war in vielen Situationen.	neutral	Lo siento, la capitana ha estado en muchas situaciones.	feminine
785	1569	pilot	The video released by the "Tenth Brigade" shows a Russian pilot, with severe head injuries, surrounded by jubilant "rebels".	male_embedding_list	C4	Das Video der "Zehnten Brigade" zeigt einen russischen Piloten mit schweren Kopfverletzungen, umgeben von jubelnden "Rebellen".	masculine	El video publicado por la "Tenth Brigade" muestra a un piloto ruso, con graves lesiones en la cabeza, rodeado de jubilosos "rebeldes".	masculine	Das Video der "Zehnten Brigade" zeigt eine russische Pilotin mit schweren Kopfverletzungen, umgeben von jubelnden "Rebellen".	feminine	El video publicado por la "Tenth Brigade" muestra a una piloto rusa, con graves lesiones en la cabeza, rodeada de jubilosos "rebeldes".	feminine
786	2139	cook	The owner was very friendly and an excellent cook.	male_embedding_list	C4	Der Besitzer war sehr freundlich und ein ausgezeichneter Koch.	masculine	El propietario era muy amable y un excelente cocinero.	masculine	Die Besitzerin war sehr freundlich und eine ausgezeichnete Köchin.	feminine	La propietaria era muy amable y una excelente cocinera.	feminine
787	2596	observer	I can embrace the unknown, as an observer and participant.	LLM_neutral_list	C4	Ich kann das Unbekannte als Beobachter und Teilnehmer umarmen.	masculine	Puedo abrazar lo desconocido, como observador y participante.	masculine	Ich kann das Unbekannte als Beobachterin und Teilnehmerin umarmen.	feminine	Puedo abrazar lo desconocido, como observadora y participante.	feminine
788	3535	worker	I' ve been a good worker for you, you fucking assholes!	LLM_neutral_list	OpenSubtitles	Ich war ein guter Arbeiter für euch, ihr verdammten Arschlöcher!	masculine	¡He sido un buen trabajador para ustedes, malditos imbéciles!	masculine	Ich war eine gute Arbeiterin für euch, ihr verdammten Arschlöcher!	feminine	¡He sido una buena trabajadora para ustedes, malditos imbéciles!	feminine
789	1316	buddy	I am already looking forward to the next time I get to run with my favorite running buddy!!	male_embedding_list	C4	Ich freue mich schon auf das nächste Mal, wenn ich mit meinem Lieblings-Running-Buddy laufe!!	masculine	Ya estoy esperando con ansias la próxima vez que llegue a correr con mi compañero de carrera favorito!!	masculine	Ich freue mich schon auf das nächste Mal, wenn ich mit meiner Lieblings-Running-Buddy laufe!!	feminine	Ya estoy esperando con ansias la próxima vez que llegue a correr con mi compañera de carrera favorita!!	feminine
790	1722	soldier	The cause of this vague feeling of distrust which had gone abroad concerning the old soldier was no very easy matter to define.	male_embedding_list	C4	Die Ursache für dieses vage Gefühl des Misstrauens, das ins Ausland über den alten Soldaten gegangen war, war nicht sehr leicht zu definieren.	masculine	La causa de este vago sentimiento de desconfianza que había ido al extranjero con respecto al viejo soldado no era muy fácil de definir.	masculine	Die Ursache für dieses vage Gefühl des Misstrauens, das ins Ausland über die alte Soldatin gegangen war, war nicht sehr leicht zu definieren.	feminine	La causa de este vago sentimiento de desconfianza que había ido al extranjero con respecto a la vieja soldado no era muy fácil de definir.	feminine
791	393	expert	Speak to our gutter expert and you can find out how easy and affordable it is to get started!	LLM_neutral_list	C4	Sprechen Sie mit unserem Gosse-Experten und Sie können herausfinden, wie einfach und erschwinglich es ist, loszulegen!	masculine	Hable con nuestro experto en canaletas y usted puede averiguar lo fácil y asequible que es para empezar!	masculine	Sprechen Sie mit unserer Gosse-Expertin und Sie können herausfinden, wie einfach und erschwinglich es ist, loszulegen!	feminine	Hable con nuestra experta en canaletas y usted puede averiguar lo fácil y asequible que es para empezar!	feminine
792	5004	lover	They' re hoping their lover will help them or keep them	female_embedding_list	OpenSubtitles	Sie hoffen, dass ihr Geliebter ihnen hilft oder sie behält.	masculine	Esperan que su amante los ayude o los mantenga.	neutral	Sie hoffen, dass ihre Geliebte ihnen hilft oder sie behält.	feminine	Esperan que su amante los ayude o los mantenga.	neutral
793	4227	manager	I asked him why nobody ever called the manager, and he said it happens... two, three times a week, sometimes more.	male_embedding_list	OpenSubtitles	Ich fragte ihn, warum niemand den Manager angerufen hat, und er sagte, es passiert... zwei, drei Mal die Woche, manchmal mehr.	masculine	Le pregunté por qué nadie llamó al gerente, y dijo que pasa... dos, tres veces a la semana, a veces más.	masculine	Ich fragte ihn, warum niemand die Managerin angerufen hat, und er sagte, es passiert... zwei, drei Mal die Woche, manchmal mehr.	feminine	Le pregunté por qué nadie llamó a la gerente, y dijo que pasa... dos, tres veces a la semana, a veces más.	feminine
794	2800	firefighter	I was a firefighter for 28 years and contractor for the same, now I'm in Florida for 8 month, Bonita Springs, Have two daughters, had three wives, cant keep them either!	LLM_male_list	C4	Ich war ein Feuerwehrmann für 28 Jahre und Auftragnehmer für das gleiche, jetzt bin ich in Florida für 8 Monate, Bonita Springs, Haben zwei Töchter, hatte drei Frauen, können sie auch nicht halten!	masculine	Yo fui bombero durante 28 años y contratista para el mismo, ahora estoy en Florida durante 8 meses, Bonita Springs, tener dos hijas, tuvo tres esposas, no puedo mantenerlos tampoco!	masculine	Ich war eine Feuerwehrfrau für 28 Jahre und Auftragnehmerin für das gleiche, jetzt bin ich in Florida für 8 Monate, Bonita Springs, Haben zwei Töchter, hatte drei Frauen, können sie auch nicht halten!	feminine	Yo fui bombera durante 28 años y contratista para el mismo, ahora estoy en Florida durante 8 meses, Bonita Springs, tener dos hijas, tuvo tres esposas, no puedo mantenerlos tampoco!	feminine
795	2449	judge	Win this judge over with insightful reviews that show personality and humanity.	LLM_male_list	C4	Gewinnen Sie diesen Richter mit aufschlussreichen Bewertungen, die Persönlichkeit und Menschlichkeit zeigen.	masculine	Gana a este juez con críticas perspicaces que muestren personalidad y humanidad.	masculine	Gewinnen Sie diese Richterin mit aufschlussreichen Bewertungen, die Persönlichkeit und Menschlichkeit zeigen.	feminine	Gana a esta jueza con críticas perspicaces que muestren personalidad y humanidad.	feminine
796	708	local	My friend and I ended up hiring a local who spoke no English to take us down the Mekong river.	LLM_neutral_list	C4	Mein Freund und ich stellten einen Einheimischen ein, der kein Englisch sprach, um uns den Mekong Fluss hinunter zu bringen.	masculine	Mi amigo y yo terminamos contratando a un local que no hablaba inglés para llevarnos por el río Mekong.	masculine	Mein Freund und ich stellten eine Einheimische ein, die kein Englisch sprach, um uns den Mekong Fluss hinunter zu bringen.	feminine	Mi amigo y yo terminamos contratando a una local que no hablaba inglés para llevarnos por el río Mekong.	feminine
797	1423	explorer	Science does not reward partisanship or apathy, it rewards the explorer.	LLM_neutral_list	C4	Die Wissenschaft belohnt keine Partisanität oder Apathie, sie belohnt den Entdecker.	masculine	La ciencia no recompensa el partidismo o la apatía, recompensa al explorador.	masculine	Die Wissenschaft belohnt keine Partisanität oder Apathie, sie belohnt die Entdeckerin.	feminine	La ciencia no recompensa el partidismo o la apatía, recompensa a la exploradora.	feminine
798	2702	receptionist	So there I was sitting at my desk, door wide open, about to cram some food in my mouth (I had been so hungry lately) when the receptionist transferred a call back to me.	female_embedding_list	C4	Also saß ich dort an meinem Schreibtisch, Tür weit offen, kurz davor, etwas Essen in meinen Mund zu stopfen (ich hatte in letzter Zeit so Hunger gehabt), als die Empfangsdame einen Anruf zurück zu mir übertrug.	feminine	Así que allí estaba sentado en mi escritorio, la puerta abierta, a punto de meter algo de comida en mi boca (había tenido tanta hambre últimamente) cuando la recepcionista me transfirió una llamada.	feminine	Also saß ich dort an meinem Schreibtisch, Tür weit offen, kurz davor, etwas Essen in meinen Mund zu stopfen (ich hatte in letzter Zeit so Hunger gehabt), als der Rezeptionist einen Anruf zurück zu mir übertrug.	masculine	Así que allí estaba sentado en mi escritorio, la puerta abierta, a punto de meter algo de comida en mi boca (había tenido tanta hambre últimamente) cuando el recepcionista me transfirió una llamada.	masculine
799	1025	officer	One Mendota Police officer at the fire scene was treated and released from OSF St. Paul Medical Center in Mendota for smoke inhalation.	male_embedding_list	C4	Ein Mendota Polizist am Brandort wurde behandelt und aus dem OSF St. Paul Medical Center in Mendota zur Rauchinhalation entlassen.	masculine	Un oficial de la policía de Mendota en el lugar del incendio fue tratado y liberado del Centro Médico St. Paul de la OSF en Mendota por inhalación de humo.	masculine	Eine Mendota Polizistin am Brandort wurde behandelt und aus dem OSF St. Paul Medical Center in Mendota zur Rauchinhalation entlassen.	feminine	Una oficial de la policía de Mendota en el lugar del incendio fue tratado y liberado del Centro Médico St. Paul de la OSF en Mendota por inhalación de humo.	feminine
800	190	champion	The champion was presented with a trophy, as well as a Longines timepiece.	male_embedding_list	C4	Der Champion erhielt eine Trophäe sowie eine Longines-Uhr.	masculine	El campeón recibió un trofeo, así como un reloj Longines.	masculine	Die Champion erhielt eine Trophäe sowie eine Longines-Uhr.	feminine	La campeona recibió un trofeo, así como un reloj Longines.	feminine
801	3017	CEO	I' il say this, though, when I' m CEO of this place	male_embedding_list	OpenSubtitles	Ich sage das aber, wenn ich hier Chef bin.	masculine	Sin embargo, lo digo cuando soy el director general de este lugar.	masculine	Ich sage das aber, wenn ich hier Chefin bin.	feminine	Sin embargo, lo digo cuando soy la directora general de este lugar.	feminine
802	801	secretary	The US secretary of state has warned that al-Qaeda is behind a credible threat to Americans in the run-up to the anniversary of 9/11.	female_embedding_list	C4	Der US-Staatssekretär hat davor gewarnt, dass al-Qaida im Vorfeld des Jahrestages des 11. Septembers hinter einer glaubwürdigen Bedrohung für die Amerikaner steckt.	masculine	El Secretario de Estado de Estados Unidos ha advertido que al-Qaeda está detrás de una amenaza creíble para los estadounidenses en el período previo al aniversario del 11 de septiembre.	masculine	Die US-Staatssekretärin hat davor gewarnt, dass al-Qaida im Vorfeld des Jahrestages des 11. Septembers hinter einer glaubwürdigen Bedrohung für die Amerikaner steckt.	feminine	La Secretaria de Estado de Estados Unidos ha advertido que al-Qaeda está detrás de una amenaza creíble para los estadounidenses en el período previo al aniversario del 11 de septiembre.	feminine
803	1057	associate	Are you a program affiliate/associate or partner of an already existing revenue-sharing program?	LLM_neutral_list	C4	Sind Sie ein Programm Affiliate/Assoziierter oder Partner eines bereits bestehenden Revenue-Sharing-Programms?	masculine	¿Es usted un afiliado/asociado del programa o socio de un programa de reparto de ingresos ya existente?	masculine	Sind Sie eine Programm-Affiliate/Assoziierte oder Partnerin eines bereits bestehenden Revenue-Sharing-Programms?	feminine	¿Es usted una afiliada/asociada del programa o socia de un programa de reparto de ingresos ya existente?	feminine
